,Date,POE City,POE State,Encounters
1113,2016-07-01,SAN FRANCISCO,CA,247972.0
1114,2016-07-01,HONOLULU,HI,196656.0
1115,2016-07-01,NEWARK,NJ,180919.0
1116,2016-07-01,ORLANDO,FL,174492.0
1117,2016-07-01,CHICAGO,IL,184797.0
1118,2016-07-01,AGANA,GU,105550.0
1119,2016-07-01,FT. LAUDERDALE,FL,87373.0
1120,2016-07-01,ATLANTA,GA,98467.0
1121,2016-07-01,WASHINGTON,DC,119213.0
1122,2016-07-01,BOSTON,MA,119921.0
1123,2016-07-01,HOUSTON,TX,89998.0
1124,2016-07-01,DALLAS,TX,73024.0
1125,2016-07-01,SEATTLE,WA,76983.0
1126,2016-07-01,LAS VEGAS,NV,58028.0
1127,2016-07-01,DETROIT,MI,50934.0
1128,2016-07-01,PHILADELPHIA,PA,39208.0
1129,2016-07-01,BLAINE,WA,31413.0
1130,2016-07-01,MINN./ST. PAUL,MN,20518.0
1131,2016-07-01,TAMPA,FL,14205.0
1132,2016-07-01,SAN DIEGO,CA,9186.0
1133,2016-07-01,NIAGARA FALLS,NY,19030.0
1134,2016-07-01,SANFORD,FL,16679.0
1135,2016-07-01,PEACE BRIDGE,NY,14151.0
1136,2016-07-01,SAN JUAN,PR,12231.0
1137,2016-07-01,CHAMPLAIN,NY,16984.0
1138,2016-07-01,PHOENIX,AZ,5574.0
1139,2016-07-01,PORTLAND,OR,9608.0
1140,2016-08-01,NEW YORK,NY,682504.0
1141,2016-08-01,MIAMI,FL,421012.0
1142,2016-08-01,LOS ANGELES,CA,439211.0
1143,2016-08-01,SAN FRANCISCO,CA,241789.0
1144,2016-08-01,HONOLULU,HI,218544.0
1145,2016-08-01,NEWARK,NJ,180884.0
1146,2016-08-01,ORLANDO,FL,164974.0
1147,2016-08-01,CHICAGO,IL,200753.0
1148,2016-08-01,AGANA,GU,114161.0
1149,2016-08-01,FT. LAUDERDALE,FL,82315.0
1150,2016-08-01,ATLANTA,GA,107162.0
1151,2016-08-01,WASHINGTON,DC,112899.0
1152,2016-08-01,BOSTON,MA,115184.0
1153,2016-08-01,HOUSTON,TX,85063.0
1154,2016-08-01,DALLAS,TX,74662.0
1155,2016-08-01,SEATTLE,WA,75403.0
1156,2016-08-01,LAS VEGAS,NV,57665.0
1157,2016-08-01,DETROIT,MI,58576.0
1158,2016-08-01,PHILADELPHIA,PA,41035.0
1159,2016-08-01,BLAINE,WA,29673.0
1160,2016-08-01,MINN./ST. PAUL,MN,19850.0
1161,2016-08-01,TAMPA,FL,12548.0
1162,2016-08-01,SAN DIEGO,CA,9660.0
1163,2016-08-01,NIAGARA FALLS,NY,16079.0
1164,2016-08-01,SANFORD,FL,16951.0
1165,2016-08-01,PEACE BRIDGE,NY,13053.0
1166,2016-08-01,SAN JUAN,PR,13689.0
1167,2016-08-01,CHAMPLAIN,NY,15237.0
1168,2016-08-01,PHOENIX,AZ,5978.0
1169,2016-08-01,PORTLAND,OR,9323.0
1170,2016-09-01,NEW YORK,NY,620518.0
1171,2016-09-01,MIAMI,FL,367243.0
1172,2016-09-01,LOS ANGELES,CA,433155.0
1173,2016-09-01,SAN FRANCISCO,CA,238295.0
1174,2016-09-01,HONOLULU,HI,208355.0
1175,2016-09-01,NEWARK,NJ,166933.0
1176,2016-09-01,ORLANDO,FL,122500.0
1177,2016-09-01,CHICAGO,IL,158576.0
1178,2016-09-01,AGANA,GU,114944.0
1179,2016-09-01,FT. LAUDERDALE,FL,73918.0
1180,2016-09-01,ATLANTA,GA,92673.0
1181,2016-09-01,WASHINGTON,DC,99156.0
1182,2016-09-01,BOSTON,MA,102505.0
1183,2016-09-01,HOUSTON,TX,83933.0
1184,2016-09-01,DALLAS,TX,71162.0
1185,2016-09-01,SEATTLE,WA,70679.0
1186,2016-09-01,LAS VEGAS,NV,68255.0
1187,2016-09-01,DETROIT,MI,42654.0
1188,2016-09-01,PHILADELPHIA,PA,28821.0
1189,2016-09-01,BLAINE,WA,20584.0
1190,2016-09-01,MINN./ST. PAUL,MN,16109.0
1191,2016-09-01,TAMPA,FL,10472.0
1192,2016-09-01,SAN DIEGO,CA,10269.0
1193,2016-09-01,NIAGARA FALLS,NY,13316.0
1194,2016-09-01,SANFORD,FL,15745.0
1195,2016-09-01,PEACE BRIDGE,NY,8451.0
1196,2016-09-01,SAN JUAN,PR,8894.0
1197,2016-09-01,CHAMPLAIN,NY,9143.0
1198,2016-09-01,PHOENIX,AZ,5800.0
1199,2016-09-01,PORTLAND,OR,8426.0
1200,2016-10-01,NEW YORK,NY,644660.0
1201,2016-10-01,MIAMI,FL,420437.0
1202,2016-10-01,LOS ANGELES,CA,380244.0
1203,2016-10-01,SAN FRANCISCO,CA,189189.0
1204,2016-10-01,HONOLULU,HI,204637.0
1205,2016-10-01,NEWARK,NJ,181276.0
1206,2016-10-01,ORLANDO,FL,142567.0
1207,2016-10-01,CHICAGO,IL,146156.0
1208,2016-10-01,AGANA,GU,111005.0
1209,2016-10-01,FT. LAUDERDALE,FL,75749.0
1210,2016-10-01,ATLANTA,GA,96061.0
1211,2016-10-01,WASHINGTON,DC,100966.0
1212,2016-10-01,BOSTON,MA,87374.0
1213,2016-10-01,HOUSTON,TX,86935.0
1214,2016-10-01,DALLAS,TX,69482.0
1215,2016-10-01,SEATTLE,WA,41776.0
1216,2016-10-01,LAS VEGAS,NV,60947.0
1217,2016-10-01,DETROIT,MI,41833.0
1218,2016-10-01,PHILADELPHIA,PA,30015.0
1219,2016-10-01,BLAINE,WA,16902.0
1220,2016-10-01,MINN./ST. PAUL,MN,12495.0
1221,2016-10-01,TAMPA,FL,16288.0
1222,2016-10-01,SAN DIEGO,CA,7706.0
1223,2016-10-01,NIAGARA FALLS,NY,15987.0
1224,2016-10-01,SANFORD,FL,11869.0
1225,2016-10-01,PEACE BRIDGE,NY,8221.0
1226,2016-10-01,SAN JUAN,PR,9739.0
1227,2016-10-01,CHAMPLAIN,NY,9560.0
1228,2016-10-01,PHOENIX,AZ,5751.0
1229,2016-10-01,PORTLAND,OR,5126.0
1230,2016-11-01,NEW YORK,NY,427773.0
1231,2016-11-01,MIAMI,FL,418983.0
1232,2016-11-01,LOS ANGELES,CA,280081.0
1233,2016-11-01,SAN FRANCISCO,CA,130721.0
1234,2016-11-01,HONOLULU,HI,188554.0
1235,2016-11-01,NEWARK,NJ,137177.0
1236,2016-11-01,ORLANDO,FL,100126.0
1237,2016-11-01,CHICAGO,IL,106088.0
1238,2016-11-01,AGANA,GU,114156.0
1239,2016-11-01,FT. LAUDERDALE,FL,88335.0
1240,2016-11-01,ATLANTA,GA,65899.0
1241,2016-11-01,WASHINGTON,DC,69894.0
1242,2016-11-01,BOSTON,MA,63524.0
1243,2016-11-01,HOUSTON,TX,76496.0
1244,2016-11-01,DALLAS,TX,54639.0
1245,2016-11-01,SEATTLE,WA,28153.0
1246,2016-11-01,LAS VEGAS,NV,43839.0
1247,2016-11-01,DETROIT,MI,27623.0
1248,2016-11-01,PHILADELPHIA,PA,18841.0
1249,2016-11-01,BLAINE,WA,14290.0
1250,2016-11-01,MINN./ST. PAUL,MN,10487.0
1251,2016-11-01,TAMPA,FL,10921.0
1252,2016-11-01,SAN DIEGO,CA,8014.0
1253,2016-11-01,NIAGARA FALLS,NY,7290.0
1254,2016-11-01,SANFORD,FL,4382.0
1255,2016-11-01,PEACE BRIDGE,NY,5571.0
1256,2016-11-01,SAN JUAN,PR,16614.0
1257,2016-11-01,CHAMPLAIN,NY,5262.0
1258,2016-11-01,PHOENIX,AZ,5462.0
1259,2016-11-01,PORTLAND,OR,3138.0
1260,2016-12-01,NEW YORK,NY,480142.0
1261,2016-12-01,MIAMI,FL,541345.0
1262,2016-12-01,LOS ANGELES,CA,348304.0
1263,2016-12-01,SAN FRANCISCO,CA,157247.0
1264,2016-12-01,HONOLULU,HI,194386.0
1265,2016-12-01,NEWARK,NJ,165567.0
1266,2016-12-01,ORLANDO,FL,122033.0
1267,2016-12-01,CHICAGO,IL,89401.0
1268,2016-12-01,AGANA,GU,126975.0
1269,2016-12-01,FT. LAUDERDALE,FL,113131.0
1270,2016-12-01,ATLANTA,GA,67592.0
1271,2016-12-01,WASHINGTON,DC,74072.0
1272,2016-12-01,BOSTON,MA,58459.0
1273,2016-12-01,HOUSTON,TX,99105.0
1274,2016-12-01,DALLAS,TX,66493.0
1275,2016-12-01,SEATTLE,WA,34688.0
1276,2016-12-01,LAS VEGAS,NV,35443.0
1277,2016-12-01,DETROIT,MI,28596.0
1278,2016-12-01,PHILADELPHIA,PA,26581.0
1279,2016-12-01,BLAINE,WA,17080.0
1280,2016-12-01,MINN./ST. PAUL,MN,11953.0
1281,2016-12-01,TAMPA,FL,11479.0
1282,2016-12-01,SAN DIEGO,CA,8271.0
1283,2016-12-01,NIAGARA FALLS,NY,6457.0
1284,2016-12-01,SANFORD,FL,2738.0
1285,2016-12-01,PEACE BRIDGE,NY,8676.0
1286,2016-12-01,SAN JUAN,PR,17793.0
1287,2016-12-01,CHAMPLAIN,NY,8365.0
1288,2016-12-01,PHOENIX,AZ,6830.0
1289,2016-12-01,PORTLAND,OR,3262.0
1290,2015-01-01,NEW YORK,NY,345962.0
1291,2015-01-01,MIAMI,FL,410358.0
1292,2015-01-01,LOS ANGELES,CA,278327.0
1293,2015-01-01,SAN FRANCISCO,CA,137247.0
1294,2015-01-01,HONOLULU,HI,164841.0
1295,2015-01-01,NEWARK,NJ,107570.0
1296,2015-01-01,ORLANDO,FL,99776.0
1297,2015-01-01,CHICAGO,IL,115153.0
1298,2015-01-01,AGANA,GU,103539.0
1299,2015-01-01,FT. LAUDERDALE,FL,67334.0
1300,2015-01-01,ATLANTA,GA,83072.0
1301,2015-01-01,WASHINGTON,DC,69147.0
1302,2015-01-01,BOSTON,MA,42426.0
1303,2015-01-01,HOUSTON,TX,71939.0
1304,2015-01-01,DALLAS,TX,58209.0
1305,2015-01-01,SEATTLE,WA,42310.0
1306,2015-01-01,LAS VEGAS,NV,28913.0
1307,2015-01-01,DETROIT,MI,40578.0
1308,2015-01-01,PHILADELPHIA,PA,24234.0
1309,2015-01-01,BLAINE,WA,12785.0
1310,2015-01-01,MINN./ST. PAUL,MN,10715.0
1311,2015-01-01,TAMPA,FL,6650.0
1312,2015-01-01,SAN DIEGO,CA,6988.0
1313,2015-01-01,NIAGARA FALLS,NY,2254.0
1314,2015-01-01,SANFORD,FL,2373.0
1315,2015-01-01,PEACE BRIDGE,NY,3007.0
1316,2015-01-01,SAN JUAN,PR,10146.0
1317,2015-01-01,CHAMPLAIN,NY,3641.0
1318,2015-01-01,PHOENIX,AZ,6682.0
1319,2015-01-01,PORTLAND,OR,3747.0
1320,2015-02-01,NEW YORK,NY,329040.0
1321,2015-02-01,MIAMI,FL,374218.0
1322,2015-02-01,LOS ANGELES,CA,256752.0
1323,2015-02-01,SAN FRANCISCO,CA,138033.0
1324,2015-02-01,HONOLULU,HI,169126.0
1325,2015-02-01,NEWARK,NJ,111522.0
1326,2015-02-01,ORLANDO,FL,86398.0
1327,2015-02-01,CHICAGO,IL,81908.0
1328,2015-02-01,AGANA,GU,113499.0
1329,2015-02-01,FT. LAUDERDALE,FL,60941.0
1330,2015-02-01,ATLANTA,GA,71806.0
1331,2015-02-01,WASHINGTON,DC,50615.0
1332,2015-02-01,BOSTON,MA,31317.0
1333,2015-02-01,HOUSTON,TX,59151.0
1334,2015-02-01,DALLAS,TX,45201.0
1335,2015-02-01,SEATTLE,WA,35450.0
1336,2015-02-01,LAS VEGAS,NV,28279.0
1337,2015-02-01,DETROIT,MI,27105.0
1338,2015-02-01,PHILADELPHIA,PA,21528.0
1339,2015-02-01,BLAINE,WA,15147.0
1340,2015-02-01,MINN./ST. PAUL,MN,9386.0
1341,2015-02-01,TAMPA,FL,7415.0
1342,2015-02-01,SAN DIEGO,CA,6748.0
1343,2015-02-01,NIAGARA FALLS,NY,2423.0
1344,2015-02-01,SANFORD,FL,2427.0
1345,2015-02-01,PEACE BRIDGE,NY,3165.0
1346,2015-02-01,SAN JUAN,PR,10742.0
1347,2015-02-01,CHAMPLAIN,NY,4200.0
1348,2015-02-01,PHOENIX,AZ,5989.0
1349,2015-02-01,PORTLAND,OR,3490.0
1350,2015-03-01,NEW YORK,NY,466950.0
1351,2015-03-01,MIAMI,FL,410954.0
1352,2015-03-01,LOS ANGELES,CA,304704.0
1353,2015-03-01,SAN FRANCISCO,CA,143655.0
1354,2015-03-01,HONOLULU,HI,175276.0
1355,2015-03-01,NEWARK,NJ,146421.0
1356,2015-03-01,ORLANDO,FL,109172.0
1357,2015-03-01,CHICAGO,IL,123073.0
1358,2015-03-01,AGANA,GU,119763.0
1359,2015-03-01,FT. LAUDERDALE,FL,70839.0
1360,2015-03-01,ATLANTA,GA,100000.0
1361,2015-03-01,WASHINGTON,DC,80252.0
1362,2015-03-01,BOSTON,MA,58239.0
1363,2015-03-01,HOUSTON,TX,76754.0
1364,2015-03-01,DALLAS,TX,60399.0
1365,2015-03-01,SEATTLE,WA,40304.0
1366,2015-03-01,LAS VEGAS,NV,38496.0
1367,2015-03-01,DETROIT,MI,39995.0
1368,2015-03-01,PHILADELPHIA,PA,34631.0
1369,2015-03-01,BLAINE,WA,16847.0
1370,2015-03-01,MINN./ST. PAUL,MN,10398.0
1371,2015-03-01,TAMPA,FL,10921.0
1372,2015-03-01,SAN DIEGO,CA,8886.0
1373,2015-03-01,NIAGARA FALLS,NY,5478.0
1374,2015-03-01,SANFORD,FL,4886.0
1375,2015-03-01,PEACE BRIDGE,NY,4572.0
1376,2015-03-01,SAN JUAN,PR,11727.0
1377,2015-03-01,CHAMPLAIN,NY,4462.0
1378,2015-03-01,PHOENIX,AZ,7598.0
1379,2015-03-01,PORTLAND,OR,3955.0
1380,2015-04-01,NEW YORK,NY,563297.0
1381,2015-04-01,MIAMI,FL,399938.0
1382,2015-04-01,LOS ANGELES,CA,331138.0
1383,2015-04-01,SAN FRANCISCO,CA,162869.0
1384,2015-04-01,HONOLULU,HI,150133.0
1385,2015-04-01,NEWARK,NJ,152038.0
1386,2015-04-01,ORLANDO,FL,123498.0
1387,2015-04-01,CHICAGO,IL,141067.0
1388,2015-04-01,AGANA,GU,87020.0
1389,2015-04-01,FT. LAUDERDALE,FL,71537.0
1390,2015-04-01,ATLANTA,GA,117268.0
1391,2015-04-01,WASHINGTON,DC,92218.0
1392,2015-04-01,BOSTON,MA,65448.0
1393,2015-04-01,HOUSTON,TX,72601.0
1394,2015-04-01,DALLAS,TX,65151.0
1395,2015-04-01,SEATTLE,WA,46987.0
1396,2015-04-01,LAS VEGAS,NV,49665.0
1397,2015-04-01,DETROIT,MI,45553.0
1398,2015-04-01,PHILADELPHIA,PA,33094.0
1399,2015-04-01,BLAINE,WA,20447.0
1400,2015-04-01,MINN./ST. PAUL,MN,12882.0
1401,2015-04-01,TAMPA,FL,11051.0
1402,2015-04-01,SAN DIEGO,CA,8545.0
1403,2015-04-01,NIAGARA FALLS,NY,16478.0
1404,2015-04-01,SANFORD,FL,11167.0
1405,2015-04-01,PEACE BRIDGE,NY,7720.0
1406,2015-04-01,SAN JUAN,PR,10111.0
1407,2015-04-01,CHAMPLAIN,NY,9221.0
1408,2015-04-01,PHOENIX,AZ,7446.0
1409,2015-04-01,PORTLAND,OR,3884.0
1410,2015-05-01,NEW YORK,NY,626460.0
1411,2015-05-01,MIAMI,FL,390125.0
1412,2015-05-01,LOS ANGELES,CA,364186.0
1413,2015-05-01,SAN FRANCISCO,CA,198134.0
1414,2015-05-01,HONOLULU,HI,180257.0
1415,2015-05-01,NEWARK,NJ,166464.0
1416,2015-05-01,ORLANDO,FL,132663.0
1417,2015-05-01,CHICAGO,IL,202172.0
1418,2015-05-01,AGANA,GU,85112.0
1419,2015-05-01,FT. LAUDERDALE,FL,67141.0
1420,2015-05-01,ATLANTA,GA,118352.0
1421,2015-05-01,WASHINGTON,DC,112978.0
1422,2015-05-01,BOSTON,MA,93706.0
1423,2015-05-01,HOUSTON,TX,85494.0
1424,2015-05-01,DALLAS,TX,77979.0
1425,2015-05-01,SEATTLE,WA,59401.0
1426,2015-05-01,LAS VEGAS,NV,58256.0
1427,2015-05-01,DETROIT,MI,51269.0
1428,2015-05-01,PHILADELPHIA,PA,38064.0
1429,2015-05-01,BLAINE,WA,28717.0
1430,2015-05-01,MINN./ST. PAUL,MN,15625.0
1431,2015-05-01,TAMPA,FL,9630.0
1432,2015-05-01,SAN DIEGO,CA,8082.0
1433,2015-05-01,NIAGARA FALLS,NY,32234.0
1434,2015-05-01,SANFORD,FL,16227.0
1435,2015-05-01,PEACE BRIDGE,NY,11153.0
1436,2015-05-01,SAN JUAN,PR,10535.0
1437,2015-05-01,CHAMPLAIN,NY,12893.0
1438,2015-05-01,PHOENIX,AZ,6807.0
1439,2015-05-01,PORTLAND,OR,4843.0
1440,2015-06-01,NEW YORK,NY,610819.0
1441,2015-06-01,MIAMI,FL,374840.0
1442,2015-06-01,LOS ANGELES,CA,382201.0
1443,2015-06-01,SAN FRANCISCO,CA,195135.0
1444,2015-06-01,HONOLULU,HI,177689.0
1445,2015-06-01,NEWARK,NJ,148440.0
1446,2015-06-01,ORLANDO,FL,122052.0
1447,2015-06-01,CHICAGO,IL,173895.0
1448,2015-06-01,AGANA,GU,91327.0
1449,2015-06-01,FT. LAUDERDALE,FL,66803.0
1450,2015-06-01,ATLANTA,GA,96398.0
1451,2015-06-01,WASHINGTON,DC,103617.0
1452,2015-06-01,BOSTON,MA,100827.0
1453,2015-06-01,HOUSTON,TX,74462.0
1454,2015-06-01,DALLAS,TX,68572.0
1455,2015-06-01,SEATTLE,WA,71901.0
1456,2015-06-01,LAS VEGAS,NV,51956.0
1457,2015-06-01,DETROIT,MI,48599.0
1458,2015-06-01,PHILADELPHIA,PA,39524.0
1459,2015-06-01,BLAINE,WA,25006.0
1460,2015-06-01,MINN./ST. PAUL,MN,16805.0
1461,2015-06-01,TAMPA,FL,8077.0
1462,2015-06-01,SAN DIEGO,CA,7775.0
1463,2015-06-01,NIAGARA FALLS,NY,16808.0
1464,2015-06-01,SANFORD,FL,14095.0
1465,2015-06-01,PEACE BRIDGE,NY,8384.0
1466,2015-06-01,SAN JUAN,PR,8841.0
1467,2015-06-01,CHAMPLAIN,NY,10711.0
1468,2015-06-01,PHOENIX,AZ,5331.0
1469,2015-06-01,PORTLAND,OR,7059.0
1470,2015-07-01,NEW YORK,NY,727682.0
1471,2015-07-01,MIAMI,FL,471794.0
1472,2015-07-01,LOS ANGELES,CA,464819.0
1473,2015-07-01,SAN FRANCISCO,CA,239062.0
1474,2015-07-01,HONOLULU,HI,194161.0
1475,2015-07-01,NEWARK,NJ,171457.0
1476,2015-07-01,ORLANDO,FL,181164.0
1477,2015-07-01,CHICAGO,IL,211160.0
1478,2015-07-01,AGANA,GU,103361.0
1479,2015-07-01,FT. LAUDERDALE,FL,90668.0
1480,2015-07-01,ATLANTA,GA,128613.0
1481,2015-07-01,WASHINGTON,DC,131602.0
1482,2015-07-01,BOSTON,MA,118051.0
1483,2015-07-01,HOUSTON,TX,94397.0
1484,2015-07-01,DALLAS,TX,81162.0
1485,2015-07-01,SEATTLE,WA,90920.0
1486,2015-07-01,LAS VEGAS,NV,53662.0
1487,2015-07-01,DETROIT,MI,64279.0
1488,2015-07-01,PHILADELPHIA,PA,50559.0
1489,2015-07-01,BLAINE,WA,33782.0
1490,2015-07-01,MINN./ST. PAUL,MN,24129.0
1491,2015-07-01,TAMPA,FL,12246.0
1492,2015-07-01,SAN DIEGO,CA,8263.0
1493,2015-07-01,NIAGARA FALLS,NY,21562.0
1494,2015-07-01,SANFORD,FL,15562.0
1495,2015-07-01,PEACE BRIDGE,NY,13143.0
1496,2015-07-01,SAN JUAN,PR,12327.0
1497,2015-07-01,CHAMPLAIN,NY,17758.0
1498,2015-07-01,PHOENIX,AZ,5846.0
1499,2015-07-01,PORTLAND,OR,9563.0
1500,2015-08-01,NEW YORK,NY,684017.0
1501,2015-08-01,MIAMI,FL,430239.0
1502,2015-08-01,LOS ANGELES,CA,455274.0
1503,2015-08-01,SAN FRANCISCO,CA,231223.0
1504,2015-08-01,HONOLULU,HI,213774.0
1505,2015-08-01,NEWARK,NJ,167174.0
1506,2015-08-01,ORLANDO,FL,168463.0
1507,2015-08-01,CHICAGO,IL,222699.0
1508,2015-08-01,AGANA,GU,124092.0
1509,2015-08-01,FT. LAUDERDALE,FL,85094.0
1510,2015-08-01,ATLANTA,GA,131444.0
1511,2015-08-01,WASHINGTON,DC,122436.0
1512,2015-08-01,BOSTON,MA,109904.0
1513,2015-08-01,HOUSTON,TX,88680.0
1514,2015-08-01,DALLAS,TX,83496.0
1515,2015-08-01,SEATTLE,WA,87461.0
1516,2015-08-01,LAS VEGAS,NV,54488.0
1517,2015-08-01,DETROIT,MI,65975.0
1518,2015-08-01,PHILADELPHIA,PA,53556.0
1519,2015-08-01,BLAINE,WA,32448.0
1520,2015-08-01,MINN./ST. PAUL,MN,21561.0
1521,2015-08-01,TAMPA,FL,11067.0
1522,2015-08-01,SAN DIEGO,CA,8526.0
1523,2015-08-01,NIAGARA FALLS,NY,20071.0
1524,2015-08-01,SANFORD,FL,15208.0
1525,2015-08-01,PEACE BRIDGE,NY,14166.0
1526,2015-08-01,SAN JUAN,PR,12881.0
1527,2015-08-01,CHAMPLAIN,NY,16376.0
1528,2015-08-01,PHOENIX,AZ,6868.0
1529,2015-08-01,PORTLAND,OR,8808.0
1530,2015-09-01,NEW YORK,NY,648840.0
1531,2015-09-01,MIAMI,FL,382704.0
1532,2015-09-01,LOS ANGELES,CA,436969.0
1533,2015-09-01,SAN FRANCISCO,CA,216084.0
1534,2015-09-01,HONOLULU,HI,204480.0
1535,2015-09-01,NEWARK,NJ,160845.0
1536,2015-09-01,ORLANDO,FL,135257.0
1537,2015-09-01,CHICAGO,IL,182880.0
1538,2015-09-01,AGANA,GU,110762.0
1539,2015-09-01,FT. LAUDERDALE,FL,64740.0
1540,2015-09-01,ATLANTA,GA,116367.0
1541,2015-09-01,WASHINGTON,DC,102667.0
1542,2015-09-01,BOSTON,MA,100796.0
1543,2015-09-01,HOUSTON,TX,80421.0
1544,2015-09-01,DALLAS,TX,77719.0
1545,2015-09-01,SEATTLE,WA,81575.0
1546,2015-09-01,LAS VEGAS,NV,64022.0
1547,2015-09-01,DETROIT,MI,50895.0
1548,2015-09-01,PHILADELPHIA,PA,36644.0
1549,2015-09-01,BLAINE,WA,19709.0
1550,2015-09-01,MINN./ST. PAUL,MN,17120.0
1551,2015-09-01,TAMPA,FL,10627.0
1552,2015-09-01,SAN DIEGO,CA,8407.0
1553,2015-09-01,NIAGARA FALLS,NY,15004.0
1554,2015-09-01,SANFORD,FL,13979.0
1555,2015-09-01,PEACE BRIDGE,NY,8310.0
1556,2015-09-01,SAN JUAN,PR,8020.0
1557,2015-09-01,CHAMPLAIN,NY,10037.0
1558,2015-09-01,PHOENIX,AZ,6591.0
1559,2015-09-01,PORTLAND,OR,7660.0
1560,2015-10-01,NEW YORK,NY,670300.0
1561,2015-10-01,MIAMI,FL,447425.0
1562,2015-10-01,LOS ANGELES,CA,367969.0
1563,2015-10-01,SAN FRANCISCO,CA,182382.0
1564,2015-10-01,HONOLULU,HI,191796.0
1565,2015-10-01,NEWARK,NJ,168815.0
1566,2015-10-01,ORLANDO,FL,158735.0
1567,2015-10-01,CHICAGO,IL,171299.0
1568,2015-10-01,AGANA,GU,101552.0
1569,2015-10-01,FT. LAUDERDALE,FL,73248.0
1570,2015-10-01,ATLANTA,GA,131563.0
1571,2015-10-01,WASHINGTON,DC,103307.0
1572,2015-10-01,BOSTON,MA,89739.0
1573,2015-10-01,HOUSTON,TX,96989.0
1574,2015-10-01,DALLAS,TX,77822.0
1575,2015-10-01,SEATTLE,WA,47689.0
1576,2015-10-01,LAS VEGAS,NV,54312.0
1577,2015-10-01,DETROIT,MI,48055.0
1578,2015-10-01,PHILADELPHIA,PA,37526.0
1579,2015-10-01,BLAINE,WA,16556.0
1580,2015-10-01,MINN./ST. PAUL,MN,15155.0
1581,2015-10-01,TAMPA,FL,18799.0
1582,2015-10-01,SAN DIEGO,CA,7897.0
1583,2015-10-01,NIAGARA FALLS,NY,12596.0
1584,2015-10-01,SANFORD,FL,12446.0
1585,2015-10-01,PEACE BRIDGE,NY,7754.0
1586,2015-10-01,SAN JUAN,PR,10216.0
1587,2015-10-01,CHAMPLAIN,NY,10589.0
1588,2015-10-01,PHOENIX,AZ,6981.0
1589,2015-10-01,PORTLAND,OR,4736.0
1590,2015-11-01,NEW YORK,NY,496533.0
1591,2015-11-01,MIAMI,FL,444271.0
1592,2015-11-01,LOS ANGELES,CA,290042.0
1593,2015-11-01,SAN FRANCISCO,CA,139684.0
1594,2015-11-01,HONOLULU,HI,175310.0
1595,2015-11-01,NEWARK,NJ,135784.0
1596,2015-11-01,ORLANDO,FL,110696.0
1597,2015-11-01,CHICAGO,IL,120603.0
1598,2015-11-01,AGANA,GU,111985.0
1599,2015-11-01,FT. LAUDERDALE,FL,79525.0
1600,2015-11-01,ATLANTA,GA,108914.0
1601,2015-11-01,WASHINGTON,DC,70927.0
1602,2015-11-01,BOSTON,MA,61332.0
1603,2015-11-01,HOUSTON,TX,77866.0
1604,2015-11-01,DALLAS,TX,58945.0
1605,2015-11-01,SEATTLE,WA,35271.0
1606,2015-11-01,LAS VEGAS,NV,41088.0
1607,2015-11-01,DETROIT,MI,34498.0
1608,2015-11-01,PHILADELPHIA,PA,23498.0
1609,2015-11-01,BLAINE,WA,11878.0
1610,2015-11-01,MINN./ST. PAUL,MN,11010.0
1611,2015-11-01,TAMPA,FL,13254.0
1612,2015-11-01,SAN DIEGO,CA,7919.0
1613,2015-11-01,NIAGARA FALLS,NY,4605.0
1614,2015-11-01,SANFORD,FL,3570.0
1615,2015-11-01,PEACE BRIDGE,NY,4199.0
1616,2015-11-01,SAN JUAN,PR,16378.0
1617,2015-11-01,CHAMPLAIN,NY,5186.0
1618,2015-11-01,PHOENIX,AZ,6239.0
1619,2015-11-01,PORTLAND,OR,3757.0
1620,2015-12-01,NEW YORK,NY,568190.0
1621,2015-12-01,MIAMI,FL,525524.0
1622,2015-12-01,LOS ANGELES,CA,333163.0
1623,2015-12-01,SAN FRANCISCO,CA,149253.0
1624,2015-12-01,HONOLULU,HI,193680.0
1625,2015-12-01,NEWARK,NJ,153450.0
1626,2015-12-01,ORLANDO,FL,133285.0
1627,2015-12-01,CHICAGO,IL,100455.0
1628,2015-12-01,AGANA,GU,121623.0
1629,2015-12-01,FT. LAUDERDALE,FL,106997.0
1630,2015-12-01,ATLANTA,GA,99660.0
1631,2015-12-01,WASHINGTON,DC,74800.0
1632,2015-12-01,BOSTON,MA,50715.0
1633,2015-12-01,HOUSTON,TX,99692.0
1634,2015-12-01,DALLAS,TX,63960.0
1635,2015-12-01,SEATTLE,WA,36180.0
1636,2015-12-01,LAS VEGAS,NV,32959.0
1637,2015-12-01,DETROIT,MI,32036.0
1638,2015-12-01,PHILADELPHIA,PA,34092.0
1639,2015-12-01,BLAINE,WA,17874.0
1640,2015-12-01,MINN./ST. PAUL,MN,10846.0
1641,2015-12-01,TAMPA,FL,11335.0
1642,2015-12-01,SAN DIEGO,CA,7180.0
1643,2015-12-01,NIAGARA FALLS,NY,5344.0
1644,2015-12-01,SANFORD,FL,2669.0
1645,2015-12-01,PEACE BRIDGE,NY,7924.0
1646,2015-12-01,SAN JUAN,PR,17617.0
1647,2015-12-01,CHAMPLAIN,NY,9001.0
1648,2015-12-01,PHOENIX,AZ,7051.0
1649,2015-12-01,PORTLAND,OR,3675.0
1650,2014-01-01,NEW YORK,NY,345411.0
1651,2014-01-01,MIAMI,FL,393661.0
